date,description
26 April 2022,"Officials from more than 40 countries meet at Germany’s Ramstein airbase, for US-ho sted talks focusing on how to arm Kyiv against a Russian onslaught in eastern Ukraine."
27 April 2022,"Russia’s foreign ministry announces sanctions on 287 members of the House of Commons. I n a statement, the ministry says the decision to introduce restrictions was taken in response to Britain’s decision on 11 March to sanction 386 members of the Russian state Duma."
28 April 2022,"The UN Secretary-General describes the war in Ukraine as “an absurdity” i n the 21st century , on a visit to the scene of civilian killings outside Kyiv. The Parliamentary Assembly of the Council of Europe calls for the creation “urgently” of a special tribunal to investigate a nd prosecute the crime of aggression, allegedly committed by the political and military leadership of Russia in Ukraine. The UN Secretary General has criticised his own organisation’s Security Council while on visit to Kyiv."
3 May 2022,"The Prime Minister addresses Ukraine’s Parliament via videolink, saying this is Ukraine’s ‘finest hour’ and announcing a new £300m package of defensive military aid for Ukraine. Ukraine’s parliament, the Verkhovna Rada, passes a law that bans political parties who justify, recognise or deny Russia’s armed aggression against Ukraine."
6 May 2022,"The UN Security Council issues its first statement on the war in Ukraine, but withholds f rom using the words “war”, “conflict” or “invasion”. The statement instead “expresses deep concern regarding the maintenance of peace and security of Ukraine” and voices “strong support” for Secretary- General Antonio Guterres in seeking a peaceful solution to the “dispute”. At the Security Council meeting, the UK condemns Russia’s continued aggression to wards Ukraine."
8 May 2022,"US First Lady Jill Biden makes an unannounced visit to western Ukraine to visit her Ukrainian counterpart, Olena Zelenska to show US support on Mother’s Day. Meanwhile the Canadian Prime Minister, Justin Trudeau, also makes an unannounced trip to Ukraine, visiting the town of Irpin."
9 May 2022,"Speaking to the European Parliament in Strasbourg, France’s President Macron says Ukraine’s bid to join the EU will “take several years in deed, probably several decades”. In a national address in the evening, Ukraine’s President Zelenskyy confirms he submitted the second part of a formal questionnaire to obtain candidacy for membership in the EU du ring a video call with European Commission President Ursula von der Leyen."
10 May 2022,"The UN’s migration agency says more than 8 million people had been internally displaced in Ukraine si nce the Russian invasion began on 24 February. The figures, published in a report by the International Organisation for Migration (IOM), represent a 24% increase compared with the first internal displacement figures published on 16 March. The Belarusian Chief of General Staff, Viktor Gulevich, announces his forces will deploy special operations troops in three areas near its southern border with Ukraine i n response to a “growing threat” by the US and its allies."
11 May 2022,Prime Minister Boris Johnson travels to Sweden and Finland du ring a 24- hour trip to discuss the Nordic countries’ ambitions to apply for NATO membership.
12 May 2022,"Finland’s President Sauli Niinisto and Prime Minister Sanna Marin endorse their country’s application to join NATO and say “Finland must apply for NATO membership without delay”. In response, Russia’s Foreign Ministry warns: “Finland joining NATO is a radical change in the country’s foreign policy. Russia will be forced to take retaliatory steps, both of a military-technical and other nature, in order to stop threats to its national security arising.” The UN’s human rights council passes a resolution to investigate alleged abuses by Russian troops in parts of Ukraine f ormerly under their control, with a view to holding those responsible to account. More than 50 countries back Kyiv’s request for a special session of the council to examine “the deteriorating human rights situation in Ukraine stemming from the Russian aggression”. The resolution passes by a strong majority, with 33 members voting in favour and two – China and Eritrea – against. There were 12 abstentions."
